PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
435,0,0,1,0,2,6,84485044,84485044,6,1,0,0
435,0,0,1,0,2,7,84558911,84558911,0,1,0,0
435,0,0,1,0,2,8,84558926,84558926,0,1,0,0
435,0,0,1,0,2,6,84485044,84485044,6,1,0,0
435,0,0,1,0,2,7,84566240,84566240,0,1,0,0
435,0,0,1,0,2,8,84566255,84566255,0,1,0,0
435,0,0,1,0,2,6,84485044,84485044,6,1,0,0
435,0,0,1,0,2,7,84571969,84571969,0,1,0,0
435,0,0,1,0,2,8,84571984,84571984,0,1,0,0
435,0,0,1,0,2,6,84485044,84485044,6,1,0,0
435,0,0,1,0,2,7,84577378,84577378,0,1,0,0
435,0,0,1,0,2,8,84577390,84577390,0,1,0,0
436,0,0,1,0,2,6,84679710,84679710,6,1,0,0
436,0,0,1,0,2,7,84686078,84686078,0,1,0,0
436,0,0,1,0,2,8,84686093,84686093,0,1,0,0
436,0,0,1,0,2,6,84679710,84679710,6,1,0,0
436,0,0,1,0,2,7,84693727,84693727,0,1,0,0
