PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
0,1,0,0,0,10,4,39939282,39939282,0,1,0,2
236,0,0,1,0,1,3,4700000,4700000,6,1,0,2
236,0,0,1,0,1,5,39945605,39945605,0,1,0,2
236,0,0,1,0,1,4,39945620,39945620,0,1,0,2
236,0,0,1,0,1,3,4700000,4700000,6,1,0,2
236,0,0,1,0,1,5,39951014,39951014,0,1,0,2
236,0,0,1,0,1,4,39951029,39951029,0,1,0,2
0,1,0,0,0,6,3,3873000,3873000,6,0,1,2
0,1,0,0,0,6,3,3874000,3874000,6,1,0,2
0,1,0,0,0,6,5,39957224,39957224,0,1,0,2
0,1,0,0,0,6,4,39957233,39957233,0,1,0,2
0,1,0,0,0,10,3,3902000,3902000,6,0,1,2
0,1,0,0,0,6,3,3875000,3875000,6,1,0,2
0,1,0,0,0,6,5,39965705,39965705,0,1,0,2
0,1,0,0,0,6,4,39965714,39965714,0,1,0,2
0,1,0,0,0,2,3,3820000,3820000,6,1,0,2
0,1,0,0,0,2,5,39968455,39968455,0,1,0,2
0,1,0,0,0,2,4,39968464,39968464,0,1,0,2
0,1,0,0,0,2,3,3821000,3821000,6,1,0,2
0,1,0,0,0,2,5,39971496,39971496,0,1,0,2
0,1,0,0,0,2,4,39971505,39971505,0,1,0,2
0,1,0,0,0,6,3,3876000,3876000,6,1,0,2
0,1,0,0,0,6,5,39974314,39974314,0,1,0,2
0,1,0,0,0,6,4,39974323,39974323,0,1,0,2
0,1,0,0,0,2,3,3822000,3822000,6,1,0,2
0,1,0,0,0,2,5,39976457,39976457,0,1,0,2
0,1,0,0,0,2,4,39976466,39976466,0,1,0,2
0,1,0,0,0,2,3,3823000,3823000,6,1,0,2
0,1,0,0,0,2,5,39979178,39979178,0,1,0,2
0,1,0,0,0,2,4,39979187,39979187,0,1,0,2
0,1,0,0,0,2,3,3824000,3824000,6,1,0,2
0,1,0,0,0,2,5,39981899,39981899,0,1,0,2
0,1,0,0,0,2,4,39981908,39981908,0,1,0,2
0,1,0,0,0,6,3,3877000,3877000,6,1,0,2
0,1,0,0,0,6,5,39984075,39984075,0,1,0,2
0,1,0,0,0,6,4,39984084,39984084,0,1,0,2
0,1,0,0,0,6,3,3878000,3878000,6,1,0,2
0,1,0,0,0,6,5,39986796,39986796,0,1,0,2
0,1,0,0,0,6,4,39986805,39986805,0,1,0,2
0,1,0,0,0,10,3,3905000,3905000,6,1,0,2
0,1,0,0,0,10,5,39989193,39989193,0,1,0,2
0,1,0,0,0,10,4,39989202,39989202,0,1,0,2
0,1,0,0,0,2,3,3825000,3825000,6,1,0,2
0,1,0,0,0,2,5,39992300,39992300,0,1,0,2
0,1,0,0,0,2,4,39992309,39992309,0,1,0,2
0,1,0,0,0,6,3,3879000,3879000,6,0,1,2
0,1,0,0,0,3,5,40000000,40000000,0,1,0,2
0,1,0,0,0,5,3,40000000,40000000,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40001609,40001609,0,1,0,2
237,0,0,1,0,1,4,40001624,40001624,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40008298,40008298,0,1,0,2
237,0,0,1,0,1,4,40008313,40008313,0,1,0,2
0,1,0,0,1,11,3,40008165,40008165,6,1,0,2
0,1,0,0,0,10,3,3907000,3907000,6,0,1,2
0,1,0,0,1,8,3,40008165,40008165,6,1,0,2
0,1,0,0,1,7,3,40008165,40008165,6,1,0,2
0,1,0,0,1,9,3,40008165,40008165,6,0,1,2
0,1,0,0,0,6,3,3881000,3881000,6,1,0,2
0,1,0,0,0,6,5,40025355,40025355,0,1,0,2
0,1,0,0,0,6,4,40025364,40025364,0,1,0,2
0,1,0,0,0,6,3,3882000,3882000,6,1,0,2
0,1,0,0,0,6,5,40029036,40029036,0,1,0,2
0,1,0,0,0,6,4,40029045,40029045,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40034156,40034156,0,1,0,2
237,0,0,1,0,1,4,40034171,40034171,0,1,0,2
0,1,0,0,0,6,3,3883000,3883000,6,1,0,2
0,1,0,0,0,6,5,40036237,40036237,0,1,0,2
0,1,0,0,0,6,4,40036246,40036246,0,1,0,2
0,1,0,0,0,10,3,3909000,3909000,6,1,0,2
0,1,0,0,0,10,5,40039526,40039526,0,1,0,2
0,1,0,0,0,10,4,40039534,40039534,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40045325,40045325,0,1,0,2
237,0,0,1,0,1,4,40045340,40045340,0,1,0,2
0,1,0,0,0,2,3,3828000,3828000,6,0,1,2
0,1,0,0,0,6,3,3885000,3885000,6,1,0,2
0,1,0,0,0,6,5,40049646,40049646,0,1,0,2
0,1,0,0,0,6,4,40049655,40049655,0,1,0,2
0,1,0,0,0,2,3,3829000,3829000,6,1,0,2
0,1,0,0,0,2,5,40052776,40052776,0,1,0,2
0,1,0,0,0,2,4,40052784,40052784,0,1,0,2
0,1,0,0,0,2,3,3830000,3830000,6,1,0,2
0,1,0,0,0,2,5,40056777,40056777,0,1,0,2
0,1,0,0,0,2,4,40056785,40056785,0,1,0,2
0,1,0,0,0,10,3,3911000,3911000,6,1,0,2
0,1,0,0,0,10,5,40059816,40059816,0,1,0,2
0,1,0,0,0,10,4,40059824,40059824,0,1,0,2
0,1,0,0,0,10,3,3912000,3912000,6,1,0,2
0,1,0,0,0,10,5,40062537,40062537,0,1,0,2
0,1,0,0,0,10,4,40062545,40062545,0,1,0,2
0,1,0,0,0,6,3,3886000,3886000,6,0,1,2
0,1,0,0,0,2,3,3831000,3831000,6,0,1,2
0,1,0,0,0,2,3,3832000,3832000,6,1,0,2
0,1,0,0,0,2,5,40073456,40073456,0,1,0,2
0,1,0,0,0,2,4,40073465,40073465,0,1,0,2
0,1,0,0,0,2,3,3833000,3833000,6,1,0,2
0,1,0,0,0,2,5,40076497,40076497,0,1,0,2
0,1,0,0,0,2,4,40076506,40076506,0,1,0,2
0,1,0,0,0,2,3,3834000,3834000,6,1,0,2
0,1,0,0,0,2,5,40080498,40080498,0,1,0,2
0,1,0,0,0,2,4,40080507,40080507,0,1,0,2
0,1,0,0,0,10,3,3914000,3914000,6,1,0,2
0,1,0,0,0,10,5,40082858,40082858,0,1,0,2
0,1,0,0,0,10,4,40082866,40082866,0,1,0,2
0,1,0,0,0,10,3,3915000,3915000,6,1,0,2
0,1,0,0,0,10,5,40085579,40085579,0,1,0,2
0,1,0,0,0,10,4,40085587,40085587,0,1,0,2
0,1,0,0,0,2,3,3835000,3835000,6,1,0,2
0,1,0,0,0,2,5,40087699,40087699,0,1,0,2
0,1,0,0,0,2,4,40087708,40087708,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40092623,40092623,0,1,0,2
237,0,0,1,0,1,4,40092638,40092638,0,1,0,2
0,1,0,0,0,2,3,3836000,3836000,6,1,0,2
0,1,0,0,0,2,5,40094900,40094900,0,1,0,2
0,1,0,0,0,2,4,40094909,40094909,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40099952,40099952,0,1,0,2
237,0,0,1,0,1,4,40099967,40099967,0,1,0,2
0,1,0,0,0,10,3,3916000,3916000,6,1,0,2
0,1,0,0,0,10,5,40102700,40102700,0,1,0,2
0,1,0,0,0,10,4,40102708,40102708,0,1,0,2
0,1,0,0,0,6,3,3890000,3890000,6,0,1,2
0,1,0,0,0,10,3,3917000,3917000,6,1,0,2
0,1,0,0,0,10,5,40108301,40108301,0,1,0,2
0,1,0,0,0,10,4,40108309,40108309,0,1,0,2
0,1,0,0,0,2,3,3838000,3838000,6,1,0,2
0,1,0,0,0,2,5,40110902,40110902,0,1,0,2
0,1,0,0,0,2,4,40110911,40110911,0,1,0,2
0,1,0,0,0,10,3,3918000,3918000,6,1,0,2
0,1,0,0,0,10,5,40113582,40113582,0,1,0,2
0,1,0,0,0,10,4,40113590,40113590,0,1,0,2
0,1,0,0,0,6,3,3891000,3891000,6,1,0,2
0,1,0,0,0,6,5,40115702,40115702,0,1,0,2
0,1,0,0,0,6,4,40115711,40115711,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40121681,40121681,0,1,0,2
237,0,0,1,0,1,4,40121696,40121696,0,1,0,2
0,1,0,0,0,6,3,3892000,3892000,6,1,0,2
0,1,0,0,0,6,5,40124183,40124183,0,1,0,2
0,1,0,0,0,6,4,40124192,40124192,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40129970,40129970,0,1,0,2
237,0,0,1,0,1,4,40129985,40129985,0,1,0,2
0,1,0,0,0,10,3,3919000,3919000,6,0,1,2
0,1,0,0,0,10,3,3920000,3920000,6,1,0,2
0,1,0,0,0,10,5,40135705,40135705,0,1,0,2
0,1,0,0,0,10,4,40135714,40135714,0,1,0,2
0,1,0,0,0,6,3,3894000,3894000,6,1,0,2
0,1,0,0,0,6,5,40137945,40137945,0,1,0,2
0,1,0,0,0,6,4,40137954,40137954,0,1,0,2
0,1,0,0,0,10,3,3921000,3921000,6,1,0,2
0,1,0,0,0,10,5,40140666,40140666,0,1,0,2
0,1,0,0,0,10,4,40140675,40140675,0,1,0,2
0,1,0,0,0,6,3,3895000,3895000,6,1,0,2
0,1,0,0,0,6,5,40142906,40142906,0,1,0,2
0,1,0,0,0,6,4,40142915,40142915,0,1,0,2
0,1,0,0,0,6,3,3896000,3896000,6,1,0,2
0,1,0,0,0,6,5,40146587,40146587,0,1,0,2
0,1,0,0,0,6,4,40146596,40146596,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40151379,40151379,0,1,0,2
237,0,0,1,0,1,4,40151394,40151394,0,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,2
237,0,0,1,0,1,5,40155828,40155828,0,1,0,2
237,0,0,1,0,1,4,40155840,40155840,0,1,0,2
0,1,0,0,0,2,3,3841000,3841000,6,1,0,2
0,1,0,0,0,2,5,40158423,40158423,0,1,0,2
0,1,0,0,0,2,4,40158432,40158432,0,1,0,2
0,1,0,0,0,2,3,3842000,3842000,6,1,0,2
0,1,0,0,0,2,5,40161464,40161464,0,1,0,2
0,1,0,0,0,2,4,40161473,40161473,0,1,0,2
0,1,0,0,0,2,3,3843000,3843000,6,1,0,2
0,1,0,0,0,2,5,40166425,40166425,0,1,0,2
0,1,0,0,0,2,4,40166434,40166434,0,1,0,2
0,1,0,0,0,6,3,3897000,3897000,6,0,1,2
0,1,0,0,0,6,3,3898000,3898000,6,1,0,2
0,1,0,0,0,6,5,40171068,40171068,0,1,0,2
0,1,0,0,0,6,4,40171077,40171077,0,1,0,2
0,1,0,0,0,10,3,3923000,3923000,6,1,0,2
0,1,0,0,0,10,5,40173628,40173628,0,1,0,2
0,1,0,0,0,10,4,40173637,40173637,0,1,0,2
0,1,0,0,0,6,3,3899000,3899000,6,1,0,2
0,1,0,0,0,6,5,40176029,40176029,0,1,0,2
0,1,0,0,0,6,4,40176038,40176038,0,1,0,2
0,1,0,0,0,6,3,3900000,3900000,6,1,0,2
0,1,0,0,0,6,5,40178750,40178750,0,1,0,2
0,1,0,0,0,6,4,40178759,40178759,0,1,0,2
0,1,0,0,0,2,3,3844000,3844000,6,1,0,2
0,1,0,0,0,2,5,40181306,40181306,0,1,0,2
0,1,0,0,0,2,4,40181315,40181315,0,1,0,2
0,1,0,0,0,2,3,3845000,3845000,6,1,0,2
0,1,0,0,0,2,5,40186267,40186267,0,1,0,2
0,1,0,0,0,2,4,40186276,40186276,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40191317,40191317,0,1,0,2
238,0,0,1,0,1,4,40191332,40191332,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40198326,40198326,0,1,0,2
238,0,0,1,0,1,4,40198341,40198341,0,1,0,2
0,1,0,0,0,10,3,3925000,3925000,6,1,0,2
0,1,0,0,0,10,5,40201437,40201437,0,1,0,2
0,1,0,0,0,10,4,40201446,40201446,0,1,0,2
0,1,0,0,0,10,3,3926000,3926000,6,0,1,2
0,1,0,0,0,2,3,3848000,3848000,6,1,0,2
0,1,0,0,0,2,5,40207389,40207389,0,1,0,2
0,1,0,0,0,2,4,40207398,40207398,0,1,0,2
0,1,0,0,0,2,3,3849000,3849000,6,1,0,2
0,1,0,0,0,2,5,40210430,40210430,0,1,0,2
0,1,0,0,0,2,4,40210439,40210439,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40215255,40215255,0,1,0,2
238,0,0,1,0,1,4,40215270,40215270,0,1,0,2
0,1,0,0,0,2,3,3850000,3850000,6,1,0,2
0,1,0,0,0,2,5,40217951,40217951,0,1,0,2
0,1,0,0,0,2,4,40217960,40217960,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40223544,40223544,0,1,0,2
238,0,0,1,0,1,4,40223559,40223559,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40228953,40228953,0,1,0,2
238,0,0,1,0,1,4,40228968,40228968,0,1,0,2
0,1,0,0,0,6,3,3904000,3904000,6,1,0,2
0,1,0,0,0,6,5,40231513,40231513,0,1,0,2
0,1,0,0,0,6,4,40231522,40231522,0,1,0,2
0,1,0,0,0,6,3,3905000,3905000,6,1,0,2
0,1,0,0,0,6,5,40234554,40234554,0,1,0,2
0,1,0,0,0,6,4,40234563,40234563,0,1,0,2
0,1,0,0,0,10,3,3928000,3928000,6,1,0,2
0,1,0,0,0,10,5,40237149,40237149,0,1,0,2
0,1,0,0,0,10,4,40237158,40237158,0,1,0,2
0,1,0,0,0,2,3,3852000,3852000,6,1,0,2
0,1,0,0,0,2,5,40241625,40241625,0,1,0,2
0,1,0,0,0,2,4,40241634,40241634,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40246842,40246842,0,1,0,2
238,0,0,1,0,1,4,40246857,40246857,0,1,0,2
0,1,0,0,0,2,3,3853000,3853000,6,1,0,2
0,1,0,0,0,2,5,40249466,40249466,0,1,0,2
0,1,0,0,0,2,4,40249475,40249475,0,1,0,2
0,1,0,0,0,10,3,3929000,3929000,6,1,0,2
0,1,0,0,0,10,5,40251710,40251710,0,1,0,2
0,1,0,0,0,10,4,40251719,40251719,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40257051,40257051,0,1,0,2
238,0,0,1,0,1,4,40257066,40257066,0,1,0,2
0,1,0,0,0,2,3,3855000,3855000,6,1,0,2
0,1,0,0,0,2,5,40259132,40259132,0,1,0,2
0,1,0,0,0,2,4,40259141,40259141,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40264700,40264700,0,1,0,2
238,0,0,1,0,1,4,40264715,40264715,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40270109,40270109,0,1,0,2
238,0,0,1,0,1,4,40270124,40270124,0,1,0,2
0,1,0,0,0,2,3,3856000,3856000,6,1,0,2
0,1,0,0,0,2,5,40272413,40272413,0,1,0,2
0,1,0,0,0,2,4,40272422,40272422,0,1,0,2
0,1,0,0,0,6,3,3907000,3907000,6,0,1,2
0,1,0,0,0,2,3,3858000,3858000,6,0,1,2
0,1,0,0,0,2,3,3859000,3859000,6,1,0,2
0,1,0,0,0,2,5,40284319,40284319,0,1,0,2
0,1,0,0,0,2,4,40284328,40284328,0,1,0,2
0,1,0,0,0,2,3,3860000,3860000,6,1,0,2
0,1,0,0,0,2,5,40287360,40287360,0,1,0,2
0,1,0,0,0,2,4,40287369,40287369,0,1,0,2
0,1,0,0,0,2,3,3861000,3861000,6,1,0,2
0,1,0,0,0,2,5,40291361,40291361,0,1,0,2
0,1,0,0,0,2,4,40291370,40291370,0,1,0,2
0,1,0,0,0,10,3,3931000,3931000,6,1,0,2
0,1,0,0,0,10,5,40295071,40295071,0,1,0,2
0,1,0,0,0,10,4,40295080,40295080,0,1,0,2
0,1,0,0,0,10,3,3932000,3932000,6,1,0,2
0,1,0,0,0,10,5,40298112,40298112,0,1,0,2
0,1,0,0,0,10,4,40298121,40298121,0,1,0,2
0,1,0,0,0,6,3,3909000,3909000,6,1,0,2
0,1,0,0,0,6,5,40300383,40300383,0,1,0,2
0,1,0,0,0,6,4,40300392,40300392,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40306975,40306975,0,1,0,2
238,0,0,1,0,1,4,40306990,40306990,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40312704,40312704,0,1,0,2
238,0,0,1,0,1,4,40312719,40312719,0,1,0,2
0,1,0,0,0,6,3,3911000,3911000,6,1,0,2
0,1,0,0,0,6,5,40314944,40314944,0,1,0,2
0,1,0,0,0,6,4,40314953,40314953,0,1,0,2
0,1,0,0,0,10,3,3934000,3934000,6,1,0,2
0,1,0,0,0,10,5,40317281,40317281,0,1,0,2
0,1,0,0,0,10,4,40317290,40317290,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40322913,40322913,0,1,0,2
238,0,0,1,0,1,4,40322928,40322928,0,1,0,2
0,1,0,0,0,10,3,3935000,3935000,6,1,0,2
0,1,0,0,0,10,5,40325122,40325122,0,1,0,2
0,1,0,0,0,10,4,40325131,40325131,0,1,0,2
238,0,0,1,0,1,3,4740000,4740000,6,1,0,2
238,0,0,1,0,1,5,40328962,40328962,0,1,0,2
238,0,0,1,0,1,4,40328974,40328974,0,1,0,2
0,1,0,0,0,2,3,3863000,3863000,6,1,0,2
0,1,0,0,0,2,5,40332162,40332162,0,1,0,2
0,1,0,0,0,2,4,40332171,40332171,0,1,0,2
0,1,0,0,0,10,3,3936000,3936000,6,1,0,2
0,1,0,0,0,10,5,40334563,40334563,0,1,0,2
0,1,0,0,0,10,4,40334572,40334572,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40340451,40340451,0,1,0,2
239,0,0,1,0,1,4,40340466,40340466,0,1,0,2
0,1,0,0,0,6,3,3913000,3913000,6,1,0,2
0,1,0,0,0,6,5,40343713,40343713,0,1,0,2
0,1,0,0,0,6,4,40343722,40343722,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40348740,40348740,0,1,0,2
239,0,0,1,0,1,4,40348755,40348755,0,1,0,2
0,1,0,0,0,6,3,3914000,3914000,6,1,0,2
0,1,0,0,0,6,5,40350914,40350914,0,1,0,2
0,1,0,0,0,6,4,40350923,40350923,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40357669,40357669,0,1,0,2
239,0,0,1,0,1,4,40357684,40357684,0,1,0,2
0,1,0,0,0,2,3,3865000,3865000,6,1,0,2
0,1,0,0,0,2,5,40359843,40359843,0,1,0,2
0,1,0,0,0,2,4,40359852,40359852,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40364678,40364678,0,1,0,2
239,0,0,1,0,1,4,40364693,40364693,0,1,0,2
0,1,0,0,0,10,3,3938000,3938000,6,1,0,2
0,1,0,0,0,10,5,40367044,40367044,0,1,0,2
0,1,0,0,0,10,4,40367053,40367053,0,1,0,2
0,1,0,0,0,10,3,3939000,3939000,6,0,1,2
0,1,0,0,0,2,3,3867000,3867000,6,0,1,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40379687,40379687,0,1,0,2
239,0,0,1,0,1,4,40379702,40379702,0,1,0,2
0,1,0,0,0,2,3,3869000,3869000,6,1,0,2
0,1,0,0,0,2,5,40381768,40381768,0,1,0,2
0,1,0,0,0,2,4,40381777,40381777,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40386696,40386696,0,1,0,2
239,0,0,1,0,1,4,40386711,40386711,0,1,0,2
0,1,0,0,0,2,3,3870000,3870000,6,1,0,2
0,1,0,0,0,2,5,40388969,40388969,0,1,0,2
0,1,0,0,0,2,4,40388978,40388978,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40396265,40396265,0,1,0,2
239,0,0,1,0,1,4,40396280,40396280,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
239,0,0,1,0,1,5,40401994,40401994,0,1,0,2
239,0,0,1,0,1,4,40402009,40402009,0,1,0,2
239,0,0,1,0,1,3,4760000,4760000,6,1,0,2
